Marca,Modelo,Ano,Motor,Transmissão,Homologação do Fluido,Quantidade de fluído,Filtro da transmissão,Conexão da máquina de troca de fluidos,Imagem Conector,Imagem Local da Conexao ,Video Procedimento,Link,FALSE
CHEVROLET,MALIBU,2010-2013,L4 2.4L,6T40 / 6T45,Homologação DEXRON VI,"Parcial (Carter): 5,2 LITROS
Total para Nível: 8,5 LITROS
Diálise: 11,50 LITROS",Não possui acesso ao filtro.,Conector A61 / A03,,https://drive.google.com/file/d/1HCv3ZyThQHrpL9VnIn0g07X9tmjqUzYN/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/221,TRUE
CHEVROLET,CAPTIVA,2011-2017,L4 2.4L  L6 3.0L,6T40 / 6T45 / 6T50,Homologação DEXRON VI,"Parcial (Carter): 5,2 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector A61 / A03,,https://drive.google.com/file/d/1HCv3ZyThQHrpL9VnIn0g07X9tmjqUzYN/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/212,TRUE
CHEVROLET,CAPTIVA,2006-2010,V6 3.6L,6T70,Homologação DEXRON VI,"Parcial (Carter): 5,2 LITROS
Total para Nível: 8,5 LITROS
Diálise: 11,0 LITROS",Não possui acesso ao filtro.,Conector A61 / A03,,https://drive.google.com/file/d/1HCv3ZyThQHrpL9VnIn0g07X9tmjqUzYN/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1021,TRUE
CHEVROLET,S-10,2025-2026,L4 2.8L T,8L80 / 8L90,Homologação DEXRON HP,"Parcial (Carter): 7,0 LITROS
Total para Nível: 11,3 LITROS
Diálise: 14,0 LITROS",OEM: 24274402,Conector Universal,,https://drive.google.com/file/d/1l3KG9R9ZwnkoI15s3zVGFMrndMB6zfDQ/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1247,TRUE
CHEVROLET,TRAILBLAZER,2025-2026,L4 2.8L T,8L80 / 8L90,Homologação DEXRON HP,"Parcial (Carter): 7,0 LITROS
Total para Nível: 11,3 LITROS
Diálise: 14,0 LITROS",OEM: 24274402,Conector Universal,,https://drive.google.com/file/d/1l3KG9R9ZwnkoI15s3zVGFMrndMB6zfDQ/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1269,TRUE
CHEVROLET,CAMARO,2017-2018,V8 6.2L,8L90,Homologação DEXRON HP,"Parcial (Carter): 7,0 LITROS
Total para Nível: 11,3 LITROS
Diálise: 14,0 LITROS",OEM: 24274402,Conector Universal,,https://drive.google.com/file/d/1l3KG9R9ZwnkoI15s3zVGFMrndMB6zfDQ/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/206,TRUE
CHEVROLET,CORVETE,2014-2018,V8 6.2L,8L90,Homologação DEXRON HP,"Parcial (Carter): 7,0 LITROS
Total para Nível: 11,3 LITROS
Diálise: 14,0 LITROS",OEM: 24274402,Conector Universal,,https://drive.google.com/file/d/1l3KG9R9ZwnkoI15s3zVGFMrndMB6zfDQ/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/215,TRUE
CHEVROLET,EQUINOX,2018-2020,L4 2.0L,9T50,Homologação DEXRON HP AC DELCO 19353432,"Parcial (Carter): 5,5 LITROS
Total para Nível: 8,8 LITROS
Diálise: 12,0 LITROS",Não possui acesso ao filtro.,Conector A61 / A03,,https://drive.google.com/file/d/1uy3TUUj0Gl0SETG1jThomMx35ACVfebj/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/219,TRUE
CHEVROLET,ASTRA,2004-2011,L4 2.0L,AW5040LE,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/200,TRUE
CHEVROLET,ZAFIRA,2004-2012,L4 2.0L,AW5040LE,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/230,TRUE
CHEVROLET,VECTRA/VECTRA GT,1994-2011,L4 2.0L 2.2L 2.4L,AW5040LE / AF14 / AF20 / AF22,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/229,TRUE
CHEVROLET,CORSA,1996-2005,L4 1.6L,AW6040LE,Homologação DEXRON III,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,2 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A70,,https://drive.google.com/file/d/1Jmwno8jnP4GQHZE_Mu3VOxM07TrLNQYt/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1063,TRUE
CHEVROLET,MERIVA,2007-2012,L4 1.8L,EASYTRONIC,Homologação GM 94 728,"Parcial (Carter): 0,08 LITROS
Total para Nível: 1,8 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1251,TRUE
CHEVROLET,AGILE,2013-2014,L4 1.4L,EASYTRONIC 2,Homologação GM 94 728,"Total para Nível: 0,80 LITROS",Não Faz Diálise,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/199,TRUE
CHRYSLER,NEON,1995-2001,L4 2.0L,31TH,Homologação ATF+2,"Parcial (Carter): 3,6 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/308,
CHRYSLER,GRAND CARAVAN,1995-2007,L4 2.4L V6 3.3L,41TE,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 04864505,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1039,
CHRYSLER,CARAVAN,1995-2007,L4 2.4L V6 3.3L,41TE / A604,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 04864505,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/297,
CHRYSLER,PT CRUISER,2000-2009,L4 2.0L 2.4L,41TE / A604,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 4864505AB,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/244,
CHRYSLER,SEBRING,2001-2004,V6 2.7L,41TE / A604,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: A4864505-AB,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/245,
CHRYSLER,STRATUS,1995-2002,L4 2.0L  V6 2.5L,41TE / A604,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 04864505,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/318,
CHRYSLER,TOWN & COUNTRY,2007-2016,V6 3.6L 3.8L,62TE,Homologação ATF+4,"Parcial (Carter): 4,8 LITROS
Total para Nível: 8,5 LITROS
Diálise: 10,5 LITROS",OEM: 68018555AA,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/249,
CHRYSLER,300C,2007-2010,V6 3.5L V8 5.7L 6.1L,722.6 / W5A580,Homologação ATF+4,"Parcial (Carter): 4,5 LITROS
Total para Nível: 9,3 LITROS
Diálise: 10,5 LITROS",OEM: 52108325AA,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1231,
CHRYSLER,300M,1998-2002,V6 3.5L,A604 / 41TE,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: A4864505-AB,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/237,
CHRYSLER,300C,2012-2016,V6 3.6L,A8TR1 / A8LR1,Homologação MOPAR 89 SPEED ou ZF 89 SPEED,"Parcial (Carter): 4,5 LITROS
Total para Nível: 9,2 LITROS
Diálise: 11,00 LITROS",OEM: 24117624192,,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/236,
CHRYSLER,STRATUS,2001-2005,L4 2.4L SOHC,F4A42,Homologação SP III,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/319,
CHRYSLER,STRATUS,2001-2005,V6 3.0L,F4A51 / F4A52,Homologação SP III,"Parcial (Carter): 4,3 LITROS
Total para Nível: 8,8 LITROS
Diálise: 10,5 LITROS",Não possui acesso ao filtro.,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/320,
CITROEN,BASALT,2024-2025,L3 1.0L T,K313,Homologação CVTF FE,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS","
OEM: 35330 12050",Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1301,TRUE
CITROEN,C3 AIRCROSS,2022-2025,L3 1.0L T,K313,Homologação CVTF FE,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS","
OEM: 35330 12050",Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1360,TRUE
CITROEN,XSARA,1996-2000,L4 2.0L,4HP14,Homologação LT 7114 1,"Parcial (Carter): 2,7 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1005,TRUE
CITROEN,C5,2000-2012,V6 3.0L,4HP20,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 8,3 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector A18,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/264,TRUE
CITROEN,XANTIA,1993-2000,L4 2.0L V6 3.0L,4HP20,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 8,3 LITROS
Diálise: 10,0 LITROS",Não possui acesso ao filtro.,Conector A18,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1285,TRUE
CITROEN,C3,2008-2012,L4 1.6L,AL4,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/252,TRUE
CITROEN,C4 / C4 PALLAS,2007-2014,L4 2.0L,AL4,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/263,TRUE
CITROEN,C4 PICASSO,2008-2014,L4 2.0L,AL4,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/261,TRUE
CITROEN,C5,2000-2012,L4 2.0L,AL4,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1193,TRUE
CITROEN,XSARA PICASSO,2000-2012,L4 2.0L,AL4,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/273,TRUE
CITROEN,C3,2013-2017,L4 1.6L,AL4 / AT8,Homologação LT 7114 1,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/253,TRUE
CITROEN,AIRCROSS / C3 PICASSO,2013-2017,L4 1.6L,AL4 / DP2,Homologação LT 7114 1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,0 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A12,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/255,TRUE
CITROEN,C4 LOUNGE,2014-2021,L4 1.6L THP   L4 2.0L,TF70SC / TF71SC / AT6,Homologação AISIN AW-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A14,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/260,TRUE
CITROEN,DS4,2012-2016,L4 1.6L THP,TF70SC / TF71SC / AT6,Homologação AISIN AW-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A14,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/267,TRUE
CITROEN,DS5,2013-2018,L4 1.6L THP,TF70SC / TF71SC / AT6,Homologação AISIN AW-1,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A14,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/268,TRUE
CITROEN,AIRCROSS / C3 PICASSO,2018-2021,L4 1.6L,TF70SC / TF71SC / AT6,Homologação JWS 332 4,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A44,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/256,TRUE
CITROEN,C3,2018-2024,L4 1.6L,TF70SC / TF71SC / AT6,Homologação JWS 332 4,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A44,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/254,TRUE
CITROEN,C4 CACTUS,2017-2024,L4 1.6L,TF70SC / TF71SC / AT6,Homologação JWS 332 4,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A44,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1159,TRUE
CITROEN,C4 PICASSO,2014-2020,L4 1.6L,TF70SC / TF71SC / AT6,Homologação JWS 332 4,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A44,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/262,TRUE
DODGE,PICKUP/RAM 1500,1994-2002,V8 5.2L 5.9L,42RE / 42RH,Homologação ATF+3,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,5 LITROS
Diálise: 11,50 LITROS",,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/315,
DODGE,PICKUP/DAKOTA,1997-2002,V6 3.9L  V8 5.2L,42RE / 44RE / 46RE,Homologação ATF+3,"Parcial (Carter): 4,0 LITROS
Total para Nível: 9,5 LITROS
Diálise: 11,50 LITROS",,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/312,
DODGE,PICKUP/RAM 2500,2003-2010,L6 5.9L  DIESEL,48RE,Homologação ATF+4,"Parcial (Carter): 7,7 LITROS
Total para Nível: 15,5 LITROS
Diálise: 18,0 LITROS",,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/317,
DODGE,JOURNEY,2009-2017,V6 2.7L 3.6L,62TE,Homologação ATF+4,"Parcial (Carter): 4,8 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 68018555AA,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/307,
DODGE,CHALLENGER,2008-2014,V6 3.6L  V8 5.7L,722.6 / W5A580,Homologação ATF+4,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,4 LITROS
Diálise: 10,0 LITROS",OEM: 52108325AA,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/298,
DODGE,DURANGO,2011-2012,V6 3.6L,722.6 / W5A580,Homologação ATF+4,"Parcial (Carter): 4,0 LITROS
Total para Nível: 8,4 LITROS
Diálise: 10,5 LITROS",OEM: 52108325AA,Conector A40 / A70,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/305,
DODGE,DURANGO,2013-2015,V6 3.6L,845RFE,Homologação ZF LIFEGUARD 8,"Parcial (Carter): 4,5 LITROS
Total para Nível: 8,6 LITROS
Diálise: 11,0 LITROS",,Conector Universal,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/304,
DODGE,CHALLENGER,2014-2024,V8 5.7L,8HP70,Homologação ZF LIFEGUARD 8,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,8 LITROS
Diálise: 11,50 LITROS",OEM: 24 11 8 612 901,Conector A30 / A72,,,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/299,
FIAT,TORO,2016-2024,L4 2.0L DIESEL  L4 2.4L FLEX,948TE / AT9,Homologação FIAT 955550-AV5 ou ZF LIFEGUARD 9,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A77,,https://drive.google.com/file/d/16_SSkDiVmBNqdwzrUUnhtBQhYlGKyhCm/view?usp=drive_link,https://www.youtube.com/watch?v=gJSm2y_r2tA,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/994,TRUE
FIAT,FASTBACK,2022-2024,L4 1.3L T,TF72SC,Homologação AISIN AW-1 ou FIAT 955550-AV2,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,https://www.youtube.com/watch?v=Ak7zHZ2U78g,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1091,TRUE
FIAT,ARGO,2017-2024,L4 1.8L,TF72SC / AT6,Homologação AISIN AW-1 ou FIAT 955550-AV2,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,https://www.youtube.com/watch?v=Ak7zHZ2U78g,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1089,TRUE
FIAT,CRONOS,2018-2022,L4 1.8L,TF72SC / AT6,Homologação AISIN AW-1 ou FIAT 955550-AV2,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,https://www.youtube.com/watch?v=Ak7zHZ2U78g,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1043,TRUE
FIAT,TORO,2016-2024,L4 1.3T,TF72SC / AT6,Homologação AISIN AW-1 ou FIAT 955550-V2,"Parcial (Carter): 3,0 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,https://www.youtube.com/watch?v=Ak7zHZ2U78g,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1130,TRUE
FIAT,TORO,2016-2024,L4 1.8L,TF72SC / AT6,Homologação AISIN AW-1 ou FIAT 955550-AV2,"Parcial (Carter): 3,4 LITROS
Total para Nível: 6,3 LITROS
Diálise: 8,0 LITROS",Não possui acesso ao filtro.,Conector A67,,https://drive.google.com/file/d/1KE6myoZkoXGpi1BAHYj_A0fOTTbKqyGy/view?usp=drive_link,https://www.youtube.com/watch?v=Ak7zHZ2U78g,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/993,TRUE
FIAT,FREEMONT,2012-2013,L4 2.4L,41TE,Homologação ATF+3,"Parcial (Carter): 4,95 LITROS
Total para Nível: 8,6 LITROS
Diálise: 10,5 LITROS",OEM: 04864505,Conector Universal,,https://drive.google.com/file/d/1aenSSI6ttsBabN_ytUgfNr1EqyXXc5D0/view?usp=sharing,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1061,TRUE
FIAT,500,2011-2015,L4 1.4L AT,TF70SC,Homologação AISIN AW-1 ou FIAT 955550-AV2,"Parcial (Carter): 3,0 LITROS
Total para Nível: 7,0 LITROS
Diálise: 9,0 LITROS",Não possui acesso ao filtro.,Conector A14,,https://drive.google.com/file/d/1ARaFKLcj6HDWltvME8wMYx_jemlYFRm1/view?usp=sharing,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/989,TRUE
FIAT,ARGO,2017-2024,L4 1.3L,K312,Homologação JWS 340 1,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS",OEM: 35330 12050,Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1138,TRUE
FIAT,CRONOS,2022-2024,L4 1.3L,K312,Homologação JWS 340 1,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS","
OEM: 35330 12050",Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1169,TRUE
FIAT,FASTBACK,2022-2024,L3 1.0L,K312,Homologação JWS 340 1,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS","
OEM: 35330 12050",Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1090,TRUE
FIAT,PULSE,2022-2024,L3 1.0T  L4 1.3L,K312,Homologação JWS 340 1,"Parcial (Carter): 3,6 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS","
OEM: 35330 12050",Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1057,TRUE
FIAT,STRADA,2022-2024,L4 1.3L,K312,Homologação JWS 340 1,"Parcial (Carter): 3,7 LITROS
Total para Nível: 7,7 LITROS
Diálise: 10,0 LITROS","
OEM: 35330 12050",Conector A22,,https://drive.google.com/file/d/1hvm5wG35nRkrQrrkI6Y-54c4-npA_thO/view?usp=drive_link,,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1092,TRUE
FIAT,UNO,2014-2018,L4 1.4L,C514 - MTA / DUALOGIC,Homologação FIAT 955550-MZ6 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1259,TRUE
FIAT,BRAVO,2011-2016,L4 1.8L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1253,TRUE
FIAT,IDEA,2010-2016,L4 1.6L 1.8L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1254,TRUE
FIAT,LINEA,2010-2016,L4 1.8L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1255,TRUE
FIAT,PALIO,2010-2017,L4 1.6L,DUALOGIC,Homologação TUTELA SAE 75W85 - Caixa de engrenagens  TUTELA CS SPEED - Robótica,"Parcial (Carter): 0,70 LITROS
Total para Nível: 2,0 LITROS",Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,Não Faz Diálise,https://crm.cambioautomaticodobrasil.com.br/guia-de-transmissao/transmissao/1256,TRUE
